"Christine Cole";"3"
"Lana Murphy";"65"
"Tonya Cormier";"14"
"Flora Stark";"101"
"Alejandro Hintz";"47"
"Neal Maggio";"3"
"Brett Pagac";"31"
"Dr. Stephen Schuster";"104"
"Mercedes Klocko";"107"
"Delores Konopelski";"77"
"Ross Collins";"116"
"Kenny Gottlieb";"76"
"Mr. Donald Moen";"83"
"Mike Bradtke";"3"
"Arthur Hoppe";"104"
"Christie Johnston";"22"
"Leslie Deckow";"41"
"Marlon Little";"57"
"Tabitha Yundt";"18"
"Roger Reichert";"38"
"Dr. Phil Purdy I";"41"
"Tyler Schaden";"21"
"Crystal Ziemann";"112"
"Della Wyman";"110"
"Bryan Schmeler";"29"
"Kathy Kassulke";"6"
"Earl Conn";"104"
"Marianne Bahringer";"87"
"Cecelia Herman IV";"115"
"Guadalupe Kreiger";"24"
"Cindy Gleason";"36"
"Sadie Weimann";"89"
"Loretta Schumm";"16"
"Ellen Harber";"8"
"Jackie Kohler";"31"
"Glenda Cartwright";"117"
"Jacquelyn Jones";"97"
"Robyn Sipes";"7"
"Francis Rempel";"86"
"Andre Bosco";"41"
"Frances McDermott V";"94"
"Ryan Herman";"27"
"Mitchell Kunze III";"44"
"Deborah Wisozk";"23"
"Ernestine Gerlach";"53"
"Lorena Barton";"23"
"Olga Pagac";"42"
"Saul Rice";"57"
"Gerald Strosin";"115"
"Mr. Jorge Douglas";"106"
"Rogelio Gulgowski";"33"
"Bonnie Koss";"17"
"Darrel Wuckert";"39"
"Mr. Johnathan O'Reilly";"60"
"Mrs. Nettie Mayert";"68"
"Thomas Borer V";"50"
"Delia Treutel DVM";"94"
"Benjamin Schaden";"87"
"Emma Quitzon";"92"
"Wilfred Stamm";"65"
"Marsha Klein II";"64"
"Joyce Glover";"13"
"Charlene Mosciski";"37"
"Sammy Wisozk Jr.";"88"
"Jeremiah Kuvalis";"52"
"Kenny Willms III";"18"
"Ricky Becker II";"86"
"Eva Lindgren";"112"
"Elmer Ferry";"115"
"Claude Wyman-Armstrong";"61"
"Dr. Rudy Crona";"38"
"Dr. Edgar Satterfield";"14"
"Alfonso Considine";"49"
"Ellen Jones";"94"
"Emanuel Hamill";"7"
"Micheal Beer";"78"
"Bradford Von";"37"
"Mandy Collier";"13"
"Lucy Hintz";"64"
"Cesar Hansen";"58"
"Conrad Strosin";"51"
"Carmen Lindgren I";"96"
"Theresa Homenick";"104"
"Taylor Langworth";"100"
"Mike Schamberger";"104"
"Veronica Homenick";"87"
"Sherry Anderson";"12"
"Brad Jacobson I";"98"
"Peter Shanahan";"61"
"Clara Renner";"12"
"Calvin Little";"75"
"Dr. Andy Terry";"3"
"Dr. Tyrone Lueilwitz";"54"
"Elsa Romaguera-Ritchie";"45"
"Matt Haag";"13"
"Salvatore Batz";"45"
"Ricardo Runolfsdottir";"62"
"Mr. Glen Ziemann";"95"
"Sylvia Homenick";"46"
"Wilma Labadie";"50"
"Dr. Fannie Schaden-Fay";"49"
"Taylor Ziemann";"86"
"Kate Hermiston";"118"
"Felix Rogahn-Bernhard";"24"
"Mr. Elias Hudson IV";"42"
"Mr. Jared Abernathy";"30"
"Jackie Wuckert-Spinka";"40"
"Colleen Huel IV";"68"
"Stella Barton";"14"
"Brian Gerhold";"100"
"Elias Wunsch-Williamson";"99"
"Dr. Jody Hermiston";"88"
"Amanda Bayer";"11"
"Ivan Kerluke";"4"
"Laverne Stamm";"90"
"Winston Donnelly";"117"
"Fannie Barton";"13"
"Mr. Wendell McLaughlin";"15"
"Courtney VonRueden I";"49"
"Vicky Denesik";"85"
"Jeanne Hilpert";"20"
"Kristie Lockman";"18"
"Patsy Hamill II";"64"
"Sherri Johnson";"74"
"Justin Rogahn";"107"
"Renee Mayer V";"18"
"Patty Runte MD";"120"
"Randolph Jakubowski V";"91"
"Virginia Smith";"118"
"Elizabeth Kris";"98"
"Bobby Konopelski";"65"
"Tracy Rath Sr.";"91"
"Karen Morissette";"68"
"Luther Kertzmann";"64"
"Dr. Carlos Oberbrunner";"58"
"Ida Orn";"74"
"Lillian Walter";"91"
"Stella Ebert";"42"
"Eloise Kemmer";"25"
"Benjamin Raynor";"2"
"Ella Corkery";"81"
"Spencer Leffler-Bednar";"98"
"Tyrone Waelchi";"81"
"Carol Schroeder";"46"
"Hugh Windler";"115"
"Jenna Cruickshank";"87"
"Jack Kris";"8"
"John Larson";"22"
"Dr. Jordan Rolfson";"72"
"Alicia Waters";"119"
"Janie Hartmann";"64"
"Jane Mitchell";"96"
"Stacy White";"9"
"Donna Jacobson-Kilback";"93"
"Willard Nitzsche";"120"
"Margie Nolan";"25"
"Garry Schiller";"120"
"Raymond Feest";"62"
"Blake Trantow";"12"
"Felipe Pfannerstill II";"41"
"Billy Rath";"101"
"Deborah Schiller-Pagac";"16"
"Erika King";"2"
"Shaun Nader";"69"
"Camille Smith";"118"
"Kendra Kshlerin";"81"
"Jenny Wilkinson";"38"
"Mr. Angel Willms";"39"
"Oscar Langworth";"16"
"Johnnie Hackett";"100"
"Cornelius Senger";"13"
"Donald Treutel";"69"
"Don Howe";"72"
"Leland Pouros";"83"
"Melvin Orn";"39"
"Willard Steuber";"114"
"Della Ratke";"7"
"Arlene Towne";"35"
"Darrell Lubowitz";"33"
"Ella Hyatt";"26"
"Victoria Ferry";"1"
"Mr. Aubrey Smitham";"70"
"Bobbie Keeling III";"22"
"Christy Goldner";"77"
"Rex Tremblay";"114"
"Morris Little";"69"
"Anna Hahn";"42"
"Opal Schulist V";"47"
"Pearl Schimmel";"6"
"Ella Rodriguez";"78"
"Ora Lang-Stehr";"17"
"Mr. Pablo Morissette Sr.";"14"
"Dr. Luz Mosciski";"5"
"Otis Dach";"83"
"Lawrence Will";"56"
"Mr. Jonathan Hills";"20"
"Leticia Schoen";"96"
"Mr. Scott Feest";"61"
"Lela Hand";"45"
"Elsa Batz";"101"
"Erica Mertz-Williamson V";"81"
"Rosemarie Schmeler";"71"
"Myron Lesch";"57"
"Nathaniel Brekke";"86"
"Jessie Stiedemann";"77"
"Mr. Julius Flatley";"78"
"Kristi O'Connell";"57"
"Byron O'Keefe";"1"
"Suzanne Pfannerstill-Christiansen";"7"
"Dr. Jan Wuckert";"103"
"Melanie Swaniawski";"57"
"Rene Stracke";"117"
"Dr. Jermaine Dibbert";"15"
"Brandi Romaguera";"112"
"Sylvia Conroy";"107"
"Scott Carter";"41"
"Earnest Keebler";"3"
"Dr. Roberta Doyle Sr.";"2"
"Dr. Lora Gleichner";"11"
"Carrie Ullrich MD";"120"
"Johnnie Kovacek Sr.";"118"
"Bert Russel";"28"
"Sheri Ernser";"96"
"Armando Ebert";"29"
"Christine Ernser";"33"
"Keith Jaskolski DVM";"77"
"Lucy McDermott";"51"
"Gayle Aufderhar";"13"
"Kevin Hauck IV";"92"
"Megan Cole";"22"
"Guy Spencer";"57"
"Joel Langworth";"5"
"Dr. Owen Parisian";"63"
"Shaun Rice";"15"
"Steve Berge";"22"
"Tyler MacGyver";"117"
"Bradley Hyatt";"99"
"Sonya Jaskolski DVM";"116"
"Miss Blanca Jacobs";"18"
"Alfonso Fahey";"24"
"Otis Thiel";"58"
"Connie Wintheiser MD";"39"
"Leroy Kilback";"30"
"Dr. Levi Gusikowski";"30"
"Darnell Bailey";"33"
"Ms. Vicky Kshlerin";"56"
"Tommy Lakin";"27"
"Melissa McClure Jr.";"114"
"Nelson Altenwerth I";"11"
"Leonard Marquardt";"92"
"Sherri Hartmann I";"103"
"Sandra Lebsack";"19"
"Emilio Ziemann";"20"
"Philip Bergnaum";"83"
"Devin Dicki";"61"
"Juana Pagac";"23"
"Lee Hegmann";"48"
"Clyde Nicolas";"78"
"Joann Shanahan";"114"
"Dr. Nancy Kling-Cremin I";"71"
"Ramona White";"70"
"Edmond Feeney";"25"
"Shelly Schulist";"20"
"Rachael Braun";"52"
"Courtney Lemke";"10"
"Mr. Trevor Fritsch";"12"
"Tommie Lesch";"37"
"Marianne Leuschke";"79"
"Stephanie Collier";"112"
"Woodrow Torphy";"17"
"Aubrey Carter";"25"
"Barry Harris";"106"
"Emma Dicki";"65"
"Mrs. Johanna Emard";"94"
"Javier Gerhold";"46"
"Marion Moen";"52"
"Beverly Volkman";"40"
"Henry Leffler";"88"
"Dr. Meredith Kreiger";"68"
"Mabel Terry";"111"
"Rita Considine";"23"
"Dr. Domingo Weissnat";"77"
"Moses Heaney";"69"
"Miranda Upton";"50"
"Mrs. Myrtle Davis PhD";"73"
"Ms. Deanna O'Reilly";"74"
"Neal Kunde-Gerlach";"111"
"Miguel Ernser";"55"
"Alan Streich";"57"
"Domingo Ankunding";"34"
"Neil Cummings";"14"
"Billie Fadel-Upton";"2"
"Mamie Gottlieb";"5"
"Josh Feest";"117"
"Mrs. Meredith Durgan";"80"
"Alfonso Terry";"14"
"Carlos Roberts";"57"
"Mr. Randal Hills-Collier";"97"
"Darin Yundt";"117"
"Tanya Volkman";"64"
"Shirley Morissette";"86"
"Sandra Nicolas";"23"
"Clayton Jacobs";"11"
"Fannie Yost";"91"
"Dr. Erma Rowe";"39"
"Lora Carroll";"77"
"Glenn Anderson DVM";"117"
"Shelley Batz";"48"
"Dominick Huels";"45"
"Marcia Feest";"95"
"Lynne McClure";"45"
"Edmond Mayer";"107"
"Jaime Johnson";"106"
"Barbara Vandervort";"117"
"Ricardo Murphy";"54"
"Lena Tremblay";"80"
"Ken Thompson";"42"
"Orlando McCullough";"119"
"Kristina Olson II";"114"
"Minnie Huel";"2"
"Ken Ernser";"114"
"Gladys Hessel";"7"
"Dr. Rose Klocko";"85"
"Yvonne Koelpin";"43"
"Leonard Dooley";"76"
"Gregg Graham";"95"
"Corey Rath";"112"
"Jean Halvorson";"14"
"Jessica Blick";"46"
"Myrtle Wuckert";"56"
"Nadine Adams-Haag";"74"
"Ramona Lubowitz";"82"
"Rosa Braun-Miller";"46"
"Terrance Dicki";"7"
"Scott Cartwright";"93"
"Ross Mann";"32"
"Marc Kuhic";"68"
"Viola Kunze";"88"
"Mindy Paucek";"85"
"Vernon Emmerich";"66"
"Rosemarie Zemlak DDS";"103"
"Miss Pat Koepp III";"69"
"Domingo Koelpin";"89"
"Jackie McKenzie";"9"
"Frank Von V";"51"
"Louis Fay";"78"
"Annie Parker";"45"
"Camille Waters";"112"
"Armando Hodkiewicz";"52"
"Mr. Willie Dickinson";"60"
"Dr. Lester Hamill";"41"
"Mabel Marquardt";"2"
"Joan Marks";"48"
"Johnny Braun";"63"
"Santiago Koepp";"45"
"Deborah Mraz";"70"
"Gwendolyn Doyle II";"41"
"Gregory Brakus";"72"
"Jeanette Howe";"5"
"Robert Moen DDS";"65"
"Bradley Aufderhar-Deckow";"42"
"Margie McClure";"35"
"Dominick Daniel";"24"
"Lydia Strosin-Treutel";"9"
"Billie Konopelski";"111"
"Joey Herzog";"31"
"Elias Lebsack";"41"
"Merle Zulauf";"117"
"Warren Spencer";"87"
"Alexandra Wisoky-VonRueden";"31"
"Gertrude Bernier";"99"
"Terry Mraz";"58"
"June Schultz";"98"
"Wallace McClure";"1"
"Anna Schulist";"99"
"Kristie Schuppe";"120"
"Ms. Yvonne Effertz";"111"
"Becky Labadie Sr.";"111"
"Florence Lockman";"66"
"Sam Cremin";"92"
"Tina Mitchell";"53"
"Devin Hackett";"45"
"Anita Rice";"4"
"Mike Langosh";"59"
"Dianne Jenkins";"63"
"Anne Marquardt";"49"
"Domingo Cummerata IV";"87"
"Judith Wintheiser";"20"
"Jimmy Huels";"16"
"Jan Jones";"83"
"Ollie Kohler";"76"
"Gustavo Cruickshank";"78"
"Dan Kozey";"6"
"Lorene McGlynn";"88"
"Kristine O'Hara";"10"
"Kerry Flatley";"108"
"Jerry Hoppe";"13"
"Kerry Padberg";"45"
"Mrs. Billie Boehm II";"17"
"Dr. Jackie Kozey";"6"
"Kristi Brekke";"45"
"Henrietta Kling";"109"
"Sheldon Dare PhD";"36"
"Pearl Marvin";"105"
"Henry Green";"45"
"Mr. Trevor Mertz";"31"
"Emanuel Tillman";"95"
"Mr. Santiago Marquardt-Runolfsson";"55"
"Simon Ferry";"71"
"Percy Welch";"54"
"Dolores Erdman";"20"
"Nathaniel Grimes";"114"
"Micheal Anderson";"107"
"Tiffany Beier";"56"
"Ms. Molly Davis";"83"
"Lee Prosacco";"120"
"Nathaniel Walter";"68"
"Gerardo Dickinson";"10"
"Wilbert Franecki";"115"
"Gerald Blanda";"44"
"Bobby Gulgowski";"54"
"Amanda Sawayn";"90"
"Dr. Jamie Stroman";"43"
"Lydia Borer";"102"
"Joe Quigley";"109"
"Dianna Aufderhar II";"60"
"Joe Pouros";"11"
"Cora Franecki";"35"
"Lucas Hackett V";"72"
"Joyce Ortiz";"78"
"Emma Mueller";"87"
"Bridget Schuster";"3"
"Brent Boyle Jr.";"19"
"Todd Wisozk";"64"
"Cary Schuster";"31"
"Eloise Boehm MD";"72"
"Marguerite Nikolaus IV";"49"
"Angela Abshire";"97"
"Courtney Swift III";"22"
"Glenda Von Sr.";"89"
"Scott Kertzmann";"17"
"Mr. Dana Schaefer";"83"
"Jo Lakin I";"40"
"Noah Haag";"45"
"Horace Stark";"7"
"Javier Aufderhar";"33"
"Darnell Crooks Jr.";"47"
"Jack Denesik";"53"
"Johnnie Vandervort I";"92"
"Faith Anderson";"38"
"Margarita West";"99"
"Lois McCullough";"64"
"Cora Anderson";"87"
"Devin Metz";"85"
"Alexander Spencer";"17"
"Tonya Little";"115"
"Miss Joann Bergnaum";"68"
"Byron Heathcote";"90"
"Duane Bednar";"26"
"Adrienne Lueilwitz";"11"
"Sonya Gislason II";"20"
"Dustin Moen";"96"
"Raquel O'Connell";"87"
"Jan Flatley";"94"
"Bertha Funk";"28"
"Mr. Lynn Koepp";"47"
"Jesus Strosin";"110"
"Samuel Dooley";"9"
"Blanca Terry";"94"
"Jasmine Kuhlman";"50"
"Marcella Schoen";"82"
"Brett Smitham";"116"
"Delores Jast";"41"
"Anita Reinger";"76"
"Bill Kuhlman";"103"
"Miss Lora Wiegand-O'Reilly";"108"
"Charles Kemmer";"28"
"Kelly Stanton";"70"
"Eula Kovacek";"76"
"Carl Will";"71"
"Felix McClure";"101"
"Micheal Weissnat";"17"
"Carole Herman";"43"
"Sandy Tremblay";"13"
"Dr. Jacqueline Fahey";"39"
"Pauline Fritsch";"112"
"Ramona Brakus";"44"
"Francis Huel";"39"
"Alex Mayert";"14"
"Elbert Jacobi";"74"
"Bradley Walter-Ledner";"53"
"Oscar Schultz";"94"
"Dolores Quitzon";"17"
"Casey Hagenes";"109"
"Tony Hamill";"107"
"Tammy Morissette PhD";"102"
"Virgil Klocko";"101"
"Brandon Kautzer";"52"
"Eugene Fahey";"72"
"Sonya Abshire Jr.";"116"
"Mamie Raynor";"60"
"Mr. Ira Haley-Emard";"1"
"Shirley Schultz";"77"
"Victor Crooks";"107"
"Alex Blick";"108"
"Tricia Zboncak";"70"
"Wendell Klein";"91"
"Tricia Dibbert";"26"
"Willie Roob";"85"
"Ismael Quigley";"113"
"Ms. Melissa Daniel";"39"
"Margarita Morissette";"94"
"Pat Collier";"1"
"Flora Labadie";"28"
"Luz Mayer";"5"
"Cameron Wilkinson";"63"
"Dianne Becker I";"28"
"Amy Runolfsdottir";"112"
"Mrs. Margarita Hills-Pfannerstill PhD";"86"
"Winifred Torphy II";"11"
"Gary Reichert";"120"
"Roberto Terry";"3"
"Kellie White";"99"
"Lydia Ruecker III";"114"
"Ismael Ledner";"77"
"Marguerite Corwin-Orn";"57"
"Mae Dach";"84"
"Anthony Kemmer";"40"
"Jamie Batz";"10"
"Elizabeth Beier";"30"
"Melvin Hickle";"55"
"Jackie Herzog III";"20"
"Rodney Haag";"18"
"Eunice Beahan";"33"
"Leon Ebert";"42"
"Doyle Cassin";"32"
"Dr. Muriel Harvey";"67"
"Carroll Bechtelar";"110"
"Mr. Rene Lueilwitz";"94"
"Grant Morar";"73"
"Roger Jast II";"110"
"Alison Kunde";"110"
"Edgar Krajcik";"59"
"Jessie Wehner";"78"
"Olga Monahan";"57"
"Jack Hirthe";"45"
"Naomi Rosenbaum";"8"
"Dr. Thelma Barton II";"104"
"Marvin Kling";"115"
"Dr. Manuel Ratke";"92"
"Rudolph Ritchie";"94"
"Homer Cruickshank";"4"
"Dixie Rutherford DDS";"48"
"Sylvia Torphy";"78"
"Hope Feeney-Ferry";"105"
"Benny Hilll";"30"
"Eileen Schmidt";"40"
"Ana Labadie";"32"
"Della Kessler";"80"
"Bob Lubowitz";"49"
"Bradley Nitzsche";"96"
"Crystal Cole";"28"
"Dr. Edwin Koepp-Walter";"40"
"Craig Christiansen";"99"
"Jay Lindgren";"90"
"Claire Bergnaum";"57"
"Irvin Jaskolski";"52"
"Alice Bechtelar DDS";"44"
"Ruben Turner";"53"
"Ms. Ella Bauch";"82"
"Ada Effertz";"105"
"Clarence Hayes";"78"
"Sammy Bauch";"8"
"Rodolfo Jacobson";"38"
"Christy Powlowski";"24"
"Mike Cormier";"9"
"Amy Willms";"7"
"Thelma Bradtke";"85"
"Angel Mitchell IV";"40"
"Fannie Welch II";"109"
"Pablo Schuster";"12"
"Maurice Daugherty";"13"
"Rosemarie Maggio";"16"
"Janet Price";"29"
"Valerie Swaniawski II";"59"
"Nora Hermann";"33"
"Victor Sipes";"74"
"Lynette Mraz";"40"
"Alexander Fritsch";"108"
"Vicki Schmitt";"111"
"Lillian Labadie";"5"
"Suzanne Graham";"60"
"Morris Breitenberg";"74"
"Alex Howell";"67"
"Carol Hoppe";"56"
"Everett Hartmann";"55"
"Miss Katrina Harris";"42"
"Danny McDermott";"16"
"Mabel Lindgren";"96"
"Seth Klocko PhD";"92"
"Dr. Alan Bahringer";"37"
"Miss Cora Powlowski DVM";"103"
"Arturo Smith";"116"
"Rita Pfeffer";"63"
"Marcella D'Amore";"89"
"Jamie Pagac-Hammes";"42"
"Jaime Hettinger";"25"
"Nicole Weber";"107"
"Brittany Romaguera";"27"
"Mr. Johnnie Russel";"78"
"Eula Satterfield";"116"
"Melissa Kilback-Murphy";"34"
"Maggie Schneider";"116"
"Carrie Ortiz";"102"
"Fred Zboncak";"87"
"Everett Wisoky";"90"
"Alberta Keeling";"41"
"Grady O'Hara";"63"
"Brad Emmerich";"41"
"Kathy Wyman";"66"
"Mrs. Delia Yost-Grady";"54"
"Francisco Gutkowski";"44"
"Franklin Luettgen";"50"
"Kelley Jones";"91"
"Sharon O'Kon";"66"
"Melinda DuBuque-Swaniawski";"112"
"Chelsea Schaefer";"65"
"Wanda Stokes";"85"
"Doug Conroy";"112"
"Horace Luettgen";"43"
"Gloria Conn Jr.";"28"
"Roberta Koss";"30"
"Dr. Jamie Treutel";"55"
"Dawn Schuppe-VonRueden";"55"
"Julius Shields";"82"
"Danielle Koch";"6"
"Melvin Stehr";"89"
"Sheldon Littel";"31"
"Beth Legros";"78"
"Della Gleichner";"12"
"Jermaine Heidenreich";"106"
"Lucille Dicki";"19"
"Peggy Schumm";"53"
"Elizabeth Homenick";"16"
"Stuart Anderson";"18"
"Helen Wuckert";"13"
"Lora Stiedemann";"77"
"Mr. Anthony Vandervort";"92"
"Kim Walsh DDS";"88"
"Ross Hegmann";"44"
"Sharon Toy";"9"
"Eddie Abshire";"85"
"Owen Gerhold";"94"
"Jessie Krajcik";"39"
"Amos Gislason";"32"
"Fernando Mertz";"62"
"Zachary Gleichner-Towne";"96"
"Stephanie Lowe";"112"
"Ms. Francis Botsford";"75"
"Dr. Angel Hoeger";"98"
"Carl Ritchie";"71"
"Ida Gislason";"51"
"Forrest Kuhic II";"97"
"Janice Johns";"91"
"Helen Parisian";"76"
"Dr. Lillie Barrows";"77"
"Salvatore Kirlin";"106"
"Louis Bins";"5"
"Mark Dach";"80"
"Philip Thiel I";"105"
"Rita Larson PhD";"82"
"Dolores Balistreri";"31"
"Stephen Medhurst";"1"
"Kimberly Reichert";"69"
"Irma Renner";"62"
"Jordan Hilpert";"77"
"Maryann Wiegand";"108"
"Mr. Kerry Mayer";"36"
"Velma Ritchie";"82"
"Leah Lind";"34"
"Lawrence Lemke";"29"
"Ms. Loretta Nader";"115"
"Bill Murphy";"14"
"Jermaine Heller III";"18"
"Robert Roob";"62"
"Leo Goldner DDS";"80"
"Arthur Waelchi";"102"
"Samuel Willms II";"9"
"Sherman Cormier";"73"
"Mable Murray I";"40"
"Mr. Floyd VonRueden";"118"
"Hope Mosciski";"45"
"Oscar Collins";"13"
"Rafael Purdy";"45"
"Fredrick Lubowitz";"100"
"Javier Kuvalis";"69"
"Virgil Blanda I";"101"
"Dr. Scott Mills-Brakus";"71"
"Ms. Margarita Powlowski PhD";"112"
"Muriel Doyle DVM";"15"
"Dr. Mary Stehr";"78"
"Elsie Koepp";"58"
"Julie Ritchie";"42"
"Carlos Herman";"87"
"Taylor Goldner";"91"
"Barbara Kozey I";"54"
"Chester Ferry MD";"93"
"Wayne Gorczany";"32"
"Miss Nadine O'Reilly";"118"
"Greg Dickinson";"78"
"Jenny Stanton";"100"
"Ms. Faye Hartmann DVM";"58"
"Willie Kris";"37"
"Dr. Ben Grimes";"72"
"Sheryl Oberbrunner";"31"
"Maggie Schaefer";"4"
"Roland Kertzmann";"78"
"Vivian Waters";"76"
"Dr. Ken Konopelski";"85"
"Dana Bergnaum";"103"
"Emilio Rodriguez";"94"
"Jeremy Breitenberg";"112"
"Calvin Wisozk";"98"
"Nick Hirthe";"63"
"Stella Haley";"47"
"Martin Hane";"49"
"Kelly Sporer";"97"
"Patrick Ullrich";"100"
"Leticia Bruen II";"45"
"Dr. Conrad Schumm Jr.";"54"
"Melissa Hills DVM";"118"
"Suzanne Will";"98"
"Jeannette Zieme";"118"
"Nettie Swift";"32"
"Alexandra Jast MD";"54"
"Karen Russel";"120"
"Angel Abshire DVM";"68"
"Herman Gutkowski";"4"
"Dave Green";"34"
"Pat Klein";"2"
"Marta Schumm";"93"
"Wayne Prohaska";"15"
"Heather VonRueden";"93"
"Dominic Kuhn";"74"
"Jason Keebler";"108"
"Gloria Quigley";"68"
"Ernesto Lueilwitz";"99"
"Dean Rippin";"18"
"Shawna Baumbach";"95"
"Marjorie Bechtelar";"117"
"Ginger Lind";"40"
"Felicia Schultz";"20"
"Clay Larson";"47"
"Emanuel Morissette";"56"
"Heather Krajcik";"15"
"Rosalie Franecki";"22"
"Yolanda Erdman";"93"
"Nathaniel Brakus";"114"
"Tonya Becker";"105"
"Esther Ratke";"92"
"Mrs. Monica Klocko";"58"
"Joanna Purdy";"44"
"Lois Denesik Sr.";"113"
